session_id,user_id,session_start_ts,device,channel,campaign_id,variant,is_new_user
S0006931,U001655,2025-12-20T03:59:20,web,email,C005,,0
S0006932,U000261,2025-10-22T01:03:21,mobile,referral,C013,,1
S0006933,U000080,2025-12-23T07:38:02,mobile,organic,C009,,0
S0006934,U001485,2025-11-14T00:50:26,web,organic,C022,,1
S0006935,U000217,2025-12-09T04:54:48,web,organic,C039,B,0
S0006936,U000319,2025-10-31T11:03:14,web,referral,C029,B,1
S0006937,U000727,2025-10-23T12:18:17,web,paid_social,C027,A,1
S0006938,U001288,2025-10-22T19:14:05,mobile,referral,C021,,1
S0006939,U000041,2025-11-04T16:16:34,web,email,C015,B,0
S0006940,U000279,2025-10-23T05:32:38,web,organic,C009,B,0
S0006941,U000744,2025-11-02T08:33:16,mobile,search,C037,,1
S0006942,U001550,2025-12-10T18:23:28,mobile,search,C001,,0
S0006943,U000215,2025-11-26T11:09:55,mobile,search,C037,,0
S0006944,U000629,2026-01-17T16:59:31,web,referral,C009,B,0
S0006945,U000425,2026-01-02T05:21:21,web,organic,C033,A,0
S0006946,U000680,2025-11-03T15:36:42,mobile,email,C035,,1
S0006947,U000568,2025-11-27T22:50:28,mobile,organic,C037,,0
S0006948,U001409,2025-11-29T05:28:23,mobile,paid_social,C039,,1
S0006949,U000148,2025-11-23T00:44:54,web,organic,C021,,0
S0006950,U002066,2025-12-05T01:03:00,mobile,search,C023,,0
S0006951,U000538,2025-12-20T17:30:18,mobile,paid_social,C002,,0
S0006952,U002182,2025-12-18T02:53:52,web,search,C034,B,0
S0006953,U001605,2025-11-22T13:54:37,web,referral,C024,,0
S0006954,U000786,2025-12-23T21:28:28,web,paid_social,C002,B,1
S0006955,U000666,2025-11-16T11:51:52,mobile,organic,C014,,0
S0006956,U002082,2026-01-04T15:11:12,web,search,C035,,0
S0006957,U002193,2026-01-16T05:37:11,web,organic,C016,A,0
S0006958,U001348,2025-11-16T23:12:26,mobile,organic,C012,,0
S0006959,U000104,2025-12-31T01:30:12,mobile,organic,C011,,0
S0006960,,2026-01-02T15:34:33,web,organic,C008,,0
S0006961,U001049,2025-12-04T14:37:30,mobile,email,C022,,0
S0006962,,2025-10-29T08:06:37,web,referral,C012,,0
S0006963,U001765,2025-12-31T04:43:44,web,organic,C024,,1
S0006964,,2025-11-27T02:43:44,mobile,email,C020,,0
S0006965,,2025-11-09T04:00:36,mobile,organic,C027,,0
S0006966,U000165,2025-12-16T20:08:26,mobile,search,C024,,1
S0006967,U000962,2025-11-29T18:21:44,mobile,organic,C003,,0
S0006968,U001770,2025-10-29T07:43:57,mobile,organic,C001,,1
S0006969,U000284,2026-01-17T23:18:48,mobile,search,C013,,0
S0006970,,2025-11-12T11:02:44,mobile,paid_social,C014,,0
S0006971,U002105,2025-12-06T10:15:38,mobile,search,C019,,0
S0006972,,2025-12-20T11:55:07,web,email,C029,,0
S0006973,U000248,2025-10-31T19:10:09,mobile,organic,C039,,0
S0006974,,2025-12-26T23:42:07,web,search,C031,,0
S0006975,,2025-12-18T18:52:48,mobile,organic,C015,,0
S0006976,U002107,2025-12-04T21:04:56,web,organic,C010,A,0
S0006977,U000361,2025-12-07T23:46:08,web,organic,C015,,0
S0006978,U001248,2026-01-15T08:56:00,mobile,organic,C010,,0
S0006979,U002026,2026-01-11T10:06:55,mobile,email,C023,,0
S0006980,U001612,2025-10-31T12:27:36,web,search,C028,B,1
S0006981,U000064,2025-11-23T15:04:50,web,paid_social,C011,,0
S0006982,U000414,2025-12-06T22:48:08,web,ORGANIC,C025,A,0
S0006983,U000276,2026-01-12T05:43:26,mobile,organic,C015,,1
S0006984,U002012,2026-01-02T22:21:10,web,search,C020,A,0
S0006985,U000445,2025-11-25T05:22:43,mobile,organic,C010,,0
S0006986,,2026-01-09T04:47:26,mobile,organic,C022,,0
S0006987,U000842,2025-11-24T11:23:49,mobile,organic,C004,,0
S0006988,U000623,2025-11-14T20:21:10,web,referral,C020,,1
S0006989,U000361,2025-12-15T07:56:39,mobile,search,C018,,0
S0006990,U000999,2025-11-22T11:19:26,mobile,organic,C017,,1
S0006991,U001981,2025-12-16T10:58:35,web,search,C037,,0
S0006992,U000498,2025-11-27T07:29:37,web,email,C032,B,0
S0006993,U002160,2026-01-01T01:26:14,mobile,organic,C023,,0
S0006994,,2026-01-15T07:53:16,web,organic,C036,,0
S0006995,U000841,2025-11-14T18:26:38,web,referral,C027,B,0
S0006996,U001494,2025-12-06T08:11:52,web,email,C026,B,0
S0006997,U000767,2025-12-25T15:21:00,web,search,C020,,0
S0006998,U000467,2025-11-04T16:58:38,mobile,organic,C011,,1
S0006999,,2026-01-01T01:44:00,mobile,organic,C012,,0
S0007000,U000019,2025-12-12T21:47:44,mobile,email,C039,,0
S0007001,U001427,2025-11-03T22:00:56,web,paid_social,C028,,1
S0007002,U000164,2026-01-07T13:57:07,web,search,C004,A,0
S0007003,U000437,2025-11-28T20:15:03,web,organic,C010,B,1
S0007004,U000001,2025-11-06T08:04:26,mobile,organic,C039,,0
S0007005,U000144,2025-11-08T00:37:56,mobile,paid_social,C009,,0
S0007006,U001992,2025-12-31T03:16:11,mobile,paid_social,C023,,0
S0007007,U000053,2026-01-13T15:43:23,web,search,C015,A,0
S0007008,U001368,2025-11-24T11:35:45,web,paid_social,C029,B,0
S0007009,U000722,2025-10-28T12:50:41,mobile,paid_social,C035,,0
S0007010,U000305,2025-10-30T12:21:14,web,paid_social,C017,A,1
S0007011,,2025-12-19T08:14:59,web,organic,C001,,0
S0007012,U000204,2025-11-23T19:23:59,web,referral,C015,A,0
S0007013,U000689,2025-11-28T19:01:12,web,organic,C001,B,1
S0007014,U001799,2025-11-20T18:35:54,web,search,C009,,1
S0007015,U001365,2025-12-02T08:08:22,web,organic,C016,A,1
S0007016,U001785,2025-12-18T08:38:34,mobile,paid_social,C005,,0
S0007017,U001533,2025-12-09T03:26:12,mobile,search,C002,,0
S0007018,U002041,2025-11-05T05:20:15,web,organic,C013,,0
S0007019,U000238,2025-12-04T15:45:34,web,search,C002,,0
S0007020,U000351,2025-12-01T21:30:01,mobile,search,C011,,0
S0007021,U000906,2025-12-09T13:22:06,mobile,search,C005,,1
S0007022,U001150,2025-10-31T09:37:24,mobile,organic,C022,,0
S0007023,U001725,2025-11-04T06:11:41,web,organic,C032,B,1
S0007024,U000268,2025-12-08T03:54:12,mobile,referral,C035,,0
S0007025,,2025-11-15T05:30:57,mobile,organic,C025,,0
S0007026,,2025-12-17T01:17:04,web,search,C004,,0
S0007027,U001209,2025-11-23T23:43:08,web,organic,C003,B,0
S0007028,U000908,2025-11-10T07:21:47,mobile,paid_social,C030,,0
S0007029,U000489,2025-12-19T12:23:20,mobile,search,C030,,1
S0007030,U001531,2025-11-25T21:25:00,web,paid_social,C011,B,0
S0007031,U001765,2025-11-04T15:01:08,mobile,paid_social,C040,,1
S0007032,U000067,2026-01-02T05:36:12,web,search,C026,A,1
S0007033,U000119,2025-11-29T07:10:29,mobile,referral,C018,,1
S0007034,U001712,2026-01-11T19:07:41,web,paid_social,C026,,0
S0007035,U001945,2025-11-07T20:19:19,web,paid_social,C001,,1
S0007036,U000505,2026-01-08T07:29:33,web,paid_social,C030,A,0
S0007037,U001553,2026-01-02T20:56:30,web,search,C009,A,0
S0007038,U001855,2025-10-30T19:02:03,mobile,paid_social,C001,,1
S0007039,U000250,2025-12-08T07:00:28,mobile,paid_social,C026,,1
S0007040,,2025-12-19T06:31:52,web,email,C001,,0
S0007041,U000287,2025-12-05T00:49:03,web,referral,C002,B,0
S0007042,U001739,2025-11-25T13:32:39,web,search,C007,B,1
S0007043,,2026-01-14T09:16:30,web,paid_social,C039,,0
S0007044,U000296,2025-12-23T12:20:57,web,organic,C040,A,0
S0007045,U000384,2026-01-16T08:51:18,web,email,C017,B,0
S0007046,U001460,2026-01-05T14:26:01,web,paid_social,C014,B,0
S0007047,U001975,2026-01-02T23:34:47,mobile,referral,C018,,0
S0007048,,2025-12-25T17:56:30,mobile,paid_social,C026,,0
S0007049,,2025-12-18T14:06:26,web,paid_social,C024,,0
S0007050,U000850,2026-01-09T06:11:53,mobile,organic,C013,,0
S0007051,U000147,2025-12-15T15:32:28,web,paid_social,C011,B,0
S0007052,U000538,2025-10-28T05:11:56,mobile,search,C020,,1
S0007053,,2025-12-12T20:54:48,web,search,C012,,0
S0007054,U000758,2025-10-30T16:42:00,web,organic,C018,,0
S0007055,U001335,2026-01-14T21:03:59,web,organic,C002,B,1
S0007056,U000653,2025-12-18T15:22:52,mobile,email,C008,,0
S0007057,U001240,2025-12-10T10:46:19,mobile,search,C039,,0
S0007058,U001393,2025-11-08T05:52:11,mobile,organic,C015,,0
S0007059,U000428,2025-12-06T20:37:58,mobile,email,C018,,0
S0007060,,2025-11-21T06:26:35,mobile,organic,C008,,0
S0007061,U000744,2025-12-21T05:24:37,mobile,organic,C035,,1
S0007062,,2025-12-14T20:06:04,web,organic,C012,,0
S0007063,U000351,2025-12-05T09:04:46,web,organic,C012,A,0
S0007064,U000634,2025-11-13T04:29:48,mobile,email,C017,,0
S0007065,,2025-12-07T18:10:52,mobile,paid_social,C033,,0
S0007066,U000610,2025-12-01T23:50:29,mobile,paid_social,C032,,1
S0007067,U000118,2026-01-06T01:18:37,mobile,paid_social,C008,,0
S0007068,U000390,2026-01-09T22:20:41,mobile,search,C008,,0
S0007069,U001942,2025-12-28T18:33:15,web,paid_social,C011,B,0
S0007070,U001577,2025-11-19T04:59:54,mobile,paid_social,C008,,0
S0007071,U000978,2025-10-24T20:50:58,mobile,search,C021,,0
S0007072,U000053,2026-01-12T17:18:06,web,search,C010,,0
S0007073,,2026-01-18T17:19:21,mobile,organic,C003,,0
S0007074,U002034,2025-11-01T20:56:27,web,organic,C032,A,0
S0007075,U001782,2025-12-22T03:30:24,mobile,organic,C014,,0
S0007076,U001667,2025-11-28T16:53:33,web,paid_social,C010,B,0
S0007077,U000547,2025-11-03T19:22:48,web,search,C006,A,1
S0007078,,2026-01-19T06:28:29,mobile,paid_social,C033,,0
S0007079,U000063,2026-01-13T10:21:01,web,search,C025,,1
S0007080,U001890,2026-01-17T21:00:40,web,search,C013,,0
S0007081,U000249,2025-11-03T09:23:31,web,paid_social,C034,B,0
S0007082,U001360,2025-12-04T17:07:59,mobile,organic,C013,,0
S0007083,U000621,2026-01-10T01:26:54,web,referral,C010,A,0
S0007084,U001255,2025-12-21T04:55:06,web,organic,C016,,1
S0007085,U001820,2025-11-29T13:18:57,web,email,C002,A,0
S0007086,U000689,2025-12-06T22:38:08,web,organic,C018,,1
S0007087,U000038,2025-10-24T21:57:20,mobile,search,C031,,0
S0007088,U001459,2025-12-15T11:27:11,mobile,search,C017,,0
S0007089,U001171,2026-01-06T19:33:42,mobile,organic,C024,,1
S0007090,U000308,2025-10-21T16:36:37,web,search,C016,B,0
S0007091,,2025-11-04T20:05:59,mobile,search,C033,,0
S0007092,,2025-12-07T01:26:05,web,email,C040,,0
S0007093,U001350,2025-12-10T22:15:32,mobile,search,C022,,0
S0007094,,2025-11-21T08:13:01,web,organic,C028,,0
S0007095,U001319,2025-10-23T22:54:52,mobile,organic,C025,,1
S0007096,U000980,2025-12-27T08:45:08,mobile,referral,C036,,0
S0007097,,2025-11-12T07:17:39,mobile,organic,C037,,0
S0007098,U001356,2025-12-18T10:51:47,mobile,paid_social,C036,,1
S0007099,U001421,2025-12-10T18:19:59,web,organic,C003,A,0
S0007100,U000343,2025-11-29T05:11:11,web,search,C018,A,0
S0007101,U001482,2025-12-13T13:36:05,web,search,C021,A,0
S0007102,U000489,2025-12-22T23:51:35,web,referral,C032,B,1
S0007103,U001314,2025-12-11T22:37:25,mobile,search,C023,,0
S0007104,U001790,2025-12-10T14:49:51,mobile,organic,C019,,0
S0007105,U002062,2025-11-29T16:30:14,mobile,paid_social,C022,,0
S0007106,U000563,2025-11-29T03:27:02,mobile,organic,C024,,0
S0007107,U000746,2025-12-04T15:03:45,web,referral,C025,,0
S0007108,U000211,2025-12-01T03:03:52,mobile,SEARCH,C030,,0
S0007109,U002133,2025-11-29T22:52:09,mobile,email,C017,,1
S0007110,U000728,2025-11-09T08:58:31,mobile,email,C024,,0
S0007111,U001765,2025-12-25T16:13:33,web,organic,C005,,1
S0007112,U002058,2025-11-02T09:45:12,web,referral,C021,A,1
S0007113,,2026-01-11T05:23:26,web,referral,C015,,0
S0007114,U001527,2025-12-16T16:14:38,web,email,C001,B,1
S0007115,U001039,2025-10-25T20:12:05,web,search,C009,A,0
S0007116,,2025-12-19T18:00:48,web,paid_social,C039,,0
S0007117,,2025-11-22T23:26:49,web,organic,C022,,0
S0007118,U001849,2026-01-13T02:52:05,mobile,referral,C002,,0
S0007119,U000271,2026-01-13T16:29:57,web,organic,C036,B,0
S0007120,U001453,2026-01-05T13:46:53,mobile,paid_social,C005,,0
S0007121,U002024,2025-12-11T13:07:47,web,email,C025,A,1
S0007122,,2026-01-12T03:59:59,web,referral,C002,,0
S0007123,U001670,2025-12-18T22:09:42,web,email,C034,,0
S0007124,,2026-01-08T04:51:17,mobile,EMAIL,C026,,0
S0007125,U002081,2025-11-04T20:17:27,web,paid_social,C035,A,1
S0007126,U001902,2026-01-10T19:36:20,mobile,search,C013,,0
S0007127,U000605,2025-12-19T23:36:43,web,organic,C036,A,0
S0007128,U001373,2025-11-17T17:38:52,web,referral,C036,B,0
S0007129,U000944,2026-01-19T05:51:12,web,search,C020,A,0
S0007130,,2025-12-22T06:14:43,web,email,C024,,0
S0007131,,2026-01-11T04:45:17,mobile,search,C016,,0
S0007132,,2025-10-21T22:38:27,mobile,SEARCH,C032,,0
S0007133,U000283,2025-12-10T03:37:37,web,search,C026,A,0
S0007134,U000232,2025-12-24T13:38:47,mobile,referral,C006,,1
S0007135,U000445,2025-10-22T16:14:52,mobile,organic,C017,,0
S0007136,U001128,2025-12-29T01:42:14,web,search,C017,,1
S0007137,U002074,2025-12-19T01:42:15,mobile,organic,C018,,0
S0007138,U002138,2025-11-15T04:03:25,web,search,C025,A,1
S0007139,,2025-12-22T10:41:50,web,search,C012,,0
S0007140,U001671,2025-11-02T05:19:20,mobile,organic,C008,,1
S0007141,U001012,2026-01-03T14:29:47,mobile,paid_social,C019,,0
S0007142,U001706,2026-01-07T09:37:20,web,email,C016,A,0
S0007143,U000590,2025-12-04T03:12:22,web,email,C037,A,0
S0007144,U001461,2025-12-06T02:39:04,mobile,paid_social,C031,,1
S0007145,U000019,2025-11-26T15:00:48,mobile,organic,C010,,0
S0007146,U001988,2025-11-21T12:29:51,web,paid_social,C028,A,1
S0007147,U002138,2026-01-08T00:02:11,mobile,paid_social,C025,,0
S0007148,U001619,2025-11-17T21:06:07,web,paid_social,C037,,0
S0007149,U000385,2025-11-26T16:43:55,mobile,paid_social,C030,,1
S0007150,U000569,2025-11-17T10:23:43,mobile,paid_social,C023,,0
S0007151,U001628,2025-12-19T13:04:32,web,paid_social,C011,A,0
S0007152,U001099,2026-01-02T17:17:15,web,email,C009,B,0
S0007153,U001205,2025-11-05T05:32:29,web,search,C015,,0
S0007154,U000890,2025-11-13T08:49:11,mobile,organic,C036,,0
S0007155,U001839,2025-10-30T19:26:55,web,email,C036,B,0
S0007156,U000364,2025-11-04T20:34:24,mobile,paid_social,C039,,0
S0007157,U000972,2025-11-27T01:26:25,web,paid_social,C040,B,0
S0007158,,2025-12-30T06:28:08,web,organic,C020,,0
S0007159,U001523,2025-12-09T04:28:15,,organic,C025,A,1
S0007160,U000628,2025-10-26T05:39:10,web,email,C004,A,0
S0007161,U000659,2025-12-16T16:45:48,web,organic,C007,A,0
S0007162,U000383,2026-01-01T00:25:59,mobile,search,C011,,0
S0007163,U001900,2025-11-25T20:27:59,mobile,search,C007,,0
S0007164,U000479,2025-11-12T11:48:12,web,organic,C031,A,0
S0007165,,2025-12-29T04:40:53,mobile,paid_social,C034,,0
S0007166,U002017,2025-10-23T14:12:49,web,organic,C001,B,0
S0007167,U002121,2026-01-02T20:15:09,mobile,organic,C028,,0
S0007168,U000756,2026-01-01T19:46:36,web,referral,C012,A,0
S0007169,,2026-01-09T08:37:32,web,search,C020,,0
S0007170,U001821,2025-10-29T11:51:10,mobile,referral,C015,,1
S0007171,U000173,2025-10-31T03:20:04,web,search,C007,B,0
S0007172,U000142,2026-01-07T23:43:20,mobile,email,C032,,0
S0007173,U000456,2025-12-03T05:08:37,mobile,organic,C013,,0
S0007174,U002160,2025-11-25T18:01:38,web,organic,C018,B,0
S0007175,U000198,2025-12-12T00:53:24,web,organic,C024,B,0
S0007176,U001683,2025-10-26T17:06:56,web,organic,C022,A,1
S0007177,U001846,2025-12-18T09:00:11,mobile,referral,C008,,0
S0007178,U001995,2026-01-14T11:57:20,web,search,C027,B,0
S0007179,,2025-12-21T06:07:52,web,paid_social,C007,,0
S0007180,U001158,2025-12-02T05:58:19,web,search,C032,A,0
S0007181,U001634,2026-01-15T22:04:44,web,organic,C026,,0
S0007182,,2025-12-22T09:46:17,web,referral,C014,,0
S0007183,U001731,2025-10-26T13:36:38,web,paid_social,C015,B,1
S0007184,U000794,2025-12-20T17:52:35,web,organic,C007,B,0
S0007185,U002054,2025-10-26T19:31:09,,search,C018,,1
S0007186,,2025-11-18T02:11:33,mobile,organic,C008,,0
S0007187,U000546,2025-12-15T20:27:08,web,paid_social,C021,A,0
S0007188,U001652,2025-11-09T20:18:24,mobile,search,C007,,0
S0007189,U001366,2025-10-24T21:03:53,web,referral,C036,A,0
S0007190,U000110,2025-12-16T01:21:22,web,referral,C005,B,0
S0007191,U000366,2025-11-16T04:01:40,web,organic,C029,B,1
S0007192,U000081,2025-12-08T09:46:43,web,organic,C018,A,0
S0007193,U001268,2025-11-13T22:39:02,mobile,email,C014,,0
S0007194,U001925,2025-12-22T05:15:44,,search,C008,B,0
S0007195,U000710,2026-01-10T01:17:28,mobile,search,C026,,0
S0007196,U000243,2025-10-29T05:33:22,web,search,C032,A,0
S0007197,,2025-12-31T05:01:28,web,search,C026,,0
S0007198,U001587,2025-11-04T11:44:29,web,paid_social,C001,B,0
S0007199,U001200,2025-11-20T02:06:04,web,referral,C034,B,0
S0007200,,2025-11-22T14:29:06,web,paid_social,C039,,0
S0007201,U001479,2025-11-09T00:12:20,web,organic,C029,B,0
S0007202,U000806,2025-10-28T05:04:56,web,organic,C001,A,0
S0007203,,2025-12-29T14:30:25,mobile,referral,C021,,0
S0007204,U000646,2025-12-31T20:48:41,mobile,search,C014,,0
S0007205,,2026-01-19T03:44:09,mobile,search,C027,,0
S0007206,,2026-01-13T13:19:16,mobile,organic,C031,,0
S0007207,U001657,2025-11-29T13:24:13,web,referral,C036,,0
S0007208,U001819,2025-11-02T10:41:39,mobile,search,C035,,1
S0007209,U001593,2025-10-22T09:41:17,mobile,referral,C039,,0
S0007210,U001927,2025-12-08T06:39:14,web,organic,C004,A,1
S0007211,U002120,2026-01-06T21:23:58,mobile,organic,C005,,0
S0007212,U000489,2025-11-14T13:14:53,web,organic,C033,,1
S0007213,,2025-11-08T08:17:22,web,search,C029,,0
S0007214,,2025-11-29T22:42:55,web,referral,C031,,0
S0007215,U001507,2026-01-09T20:36:25,web,search,C010,,0
S0007216,U001842,2025-12-01T02:11:29,,email,C019,B,0
S0007217,,2025-12-25T11:38:09,mobile,paid_social,C026,,0
S0007218,U000198,2025-12-02T01:37:57,,organic,C026,B,0
S0007219,U001133,2025-11-24T00:10:02,web,search,C035,A,0
S0007220,,2025-11-30T02:56:46,web,email,C015,,0
S0007221,U000726,2025-12-29T14:19:16,mobile,paid_social,C034,,0
S0007222,U001056,2025-12-28T08:05:35,mobile,organic,C013,,0
S0007223,U001364,2025-11-29T07:10:25,web,email,C031,B,1
S0007224,U001739,2025-11-14T12:37:47,mobile,search,C002,,1
S0007225,,2025-11-02T23:05:26,mobile,referral,C009,,0
S0007226,,2025-10-21T13:32:04,mobile,paid_social,C001,,0
S0007227,U001231,2025-10-31T15:12:45,mobile,search,C009,,1
S0007228,U000153,2025-11-05T06:13:53,web,search,C022,A,0
S0007229,U000246,2025-12-22T12:50:30,web,email,C035,A,0
S0007230,U002130,2026-01-03T01:16:28,mobile,referral,C001,,1
S0007231,,2025-12-26T18:22:43,mobile,search,C024,,0
S0007232,,2025-12-25T12:45:32,web,organic,C005,,0
S0007233,U000576,2026-01-18T22:18:31,mobile,organic,C007,,0
S0007234,U001435,2026-01-16T01:47:14,mobile,organic,C004,,1
S0007235,U000504,2025-11-14T15:17:09,web,search,C024,B,0
S0007236,U001501,2025-11-03T11:59:37,mobile,search,C026,,0
S0007237,U001067,2025-11-04T05:42:01,web,organic,C012,B,1
S0007238,U002055,2026-01-10T01:05:11,web,search,C027,B,0
S0007239,U000823,2025-10-30T15:38:43,web,referral,C017,B,1
S0007240,U001417,2025-11-21T01:17:15,web,organic,C031,A,0
S0007241,U001451,2025-12-08T04:07:28,web,paid_social,C021,B,1
S0007242,U001735,2025-12-15T15:37:45,web,organic,C039,A,1
S0007243,U000115,2025-12-14T01:21:31,web,paid_social,C027,B,0
S0007244,U001020,2025-12-31T05:13:00,web,referral,C040,B,0
S0007245,U000995,2025-12-11T21:26:00,web,ORGANIC,C037,B,0
S0007246,U000502,2026-01-06T00:50:12,web,email,C009,,0
S0007247,U001771,2025-10-29T01:22:38,web,organic,C014,B,1
S0007248,U001832,2026-01-06T17:56:29,mobile,search,C015,,0
S0007249,U000180,2025-12-13T12:58:58,mobile,organic,C025,,1
S0007250,,2025-11-10T12:06:37,web,search,C023,,0
S0007251,U001896,2026-01-17T10:30:05,mobile,organic,C019,,0
S0007252,U000638,2026-01-14T00:24:07,web,paid_social,C002,B,0
S0007253,U001391,2026-01-05T13:20:38,,organic,C018,,0
S0007254,U001372,2026-01-11T11:37:25,web,email,C008,,0
S0007255,U000041,2025-11-24T20:00:08,mobile,organic,C038,,0
S0007256,U001797,2025-11-10T22:38:04,mobile,organic,C035,,0
S0007257,U001651,2025-11-06T21:38:54,mobile,search,C008,,1
S0007258,U000595,2026-01-08T01:53:51,mobile,paid_social,C017,,0
S0007259,U000691,2026-01-03T20:05:59,web,email,C026,A,0
S0007260,U001690,2026-01-17T17:24:11,mobile,email,C020,,0
S0007261,U001764,2026-01-05T18:48:02,mobile,search,C007,,0
S0007262,U000160,2025-12-17T08:29:11,mobile,referral,C030,,0
S0007263,U000790,2025-11-03T05:54:17,web,organic,C037,B,0
S0007264,U001375,2025-11-05T06:38:48,web,referral,C033,A,0
S0007265,U000280,2025-12-03T01:46:01,web,search,C015,B,0
S0007266,,2025-12-29T13:00:52,web,organic,C035,,0
S0007267,U000460,2025-11-06T00:51:03,web,search,C036,B,1
S0007268,U001907,2026-01-11T20:05:38,web,paid_social,C036,A,0
S0007269,U000142,2025-12-21T23:33:50,web,search,C034,B,0
S0007270,,2025-11-18T13:09:49,web,organic,C012,,0
S0007271,U000089,2026-01-09T03:49:00,mobile,search,C021,,0
S0007272,U001497,2025-12-14T07:37:03,web,search,C026,,0
S0007273,U000793,2025-12-26T10:11:54,mobile,paid_social,C033,,0
S0007274,U001015,2025-11-25T03:07:52,,referral,C005,B,0
S0007275,U000240,2025-11-25T20:38:43,web,referral,C003,B,0
S0007276,U001490,2025-10-22T13:49:48,web,search,C039,B,1
S0007277,,2025-12-08T20:26:40,web,search,C028,,0
S0007278,U000707,2025-12-28T21:53:50,web,paid_social,C011,B,0
S0007279,U001039,2026-01-16T15:14:13,web,email,C040,B,0
S0007280,U001217,2026-01-09T17:47:10,mobile,paid_social,C016,,0
S0007281,U001514,2025-10-29T06:28:36,web,paid_social,C026,B,0
S0007282,U001188,2026-01-17T16:29:58,web,search,C038,A,0
S0007283,U000130,2025-11-03T21:27:15,web,email,C035,B,0
S0007284,U001197,2025-10-25T03:22:58,mobile,paid_social,C026,,1
S0007285,,2025-12-27T20:15:52,mobile,organic,C023,,0
S0007286,U000907,2026-01-10T23:17:27,web,paid_social,C012,,0
S0007287,U000816,2026-01-14T22:06:26,web,organic,C008,A,0
S0007288,U000777,2026-01-03T16:31:28,mobile,organic,C004,,0
S0007289,U000520,2025-11-08T21:10:24,mobile,paid_social,C001,,1
S0007290,U000727,2025-11-04T07:13:20,mobile,paid_social,C020,,1
S0007291,U001568,2025-10-26T17:56:53,mobile,referral,C014,,1
S0007292,U000495,2025-12-12T19:37:45,web,referral,C024,,1
S0007293,U001670,2025-12-04T06:58:26,web,search,C021,A,0
S0007294,U000965,2025-10-31T06:37:43,web,organic,C027,A,1
S0007295,U001344,2025-12-02T06:36:09,mobile,organic,C008,,0
S0007296,U000260,2025-12-11T11:59:42,mobile,referral,C007,,1
S0007297,U000457,2025-12-25T12:09:29,,search,C006,A,1
S0007298,U001984,2025-11-27T17:14:34,web,search,C029,,0
S0007299,U001829,2025-11-19T02:13:02,mobile,paid_social,C037,,0
S0007300,U000154,2025-12-20T08:26:35,web,organic,C015,A,0
S0007301,U001988,2025-12-22T00:29:57,mobile,paid_social,C006,,1
S0007302,U001843,2025-11-14T18:42:06,mobile,email,C038,,1
S0007303,U000302,2025-10-23T05:23:38,web,paid_social,C010,B,1
S0007304,U000531,2026-01-14T13:16:04,web,search,C027,B,0
S0007305,U000391,2025-12-28T09:59:41,web,organic,C036,B,0
S0007306,U001878,2025-11-08T12:57:41,web,organic,C037,B,1
S0007307,U001879,2025-12-11T08:24:50,web,organic,C009,A,0
S0007308,U001585,2025-12-13T23:39:46,mobile,search,C002,,0
S0007309,U000551,2025-11-01T18:42:41,web,organic,C017,,0
S0007310,U002027,2025-11-07T16:33:19,mobile,search,C037,,0
S0007311,U001865,2026-01-15T13:03:44,web,search,C019,B,0
S0007312,U001915,2025-12-06T03:52:46,mobile,search,C036,,0
S0007313,,2025-11-07T16:05:28,web,organic,C034,,0
S0007314,U001543,2026-01-01T05:20:15,mobile,search,C021,,0
S0007315,U001486,2025-12-02T19:00:52,web,paid_social,C035,B,1
S0007316,U000334,2025-12-17T21:32:46,mobile,organic,C040,,1
S0007317,U001283,2025-11-17T05:10:46,web,search,C028,B,0
S0007318,U001208,2025-10-26T15:38:56,mobile,paid_social,C030,,0
S0007319,U001287,2025-11-05T06:51:20,web,paid_social,C018,A,0
S0007320,U000748,2026-01-17T00:20:09,mobile,referral,C040,,0
S0007321,U001473,2025-12-16T13:31:37,web,email,C015,A,0
S0007322,U001949,2026-01-04T05:43:12,web,paid_social,C031,A,1
S0007323,U001331,2025-10-23T09:03:30,mobile,email,C038,,1
S0007324,U001919,2025-12-29T07:58:30,web,referral,C037,A,0
S0007325,U001698,2025-12-04T02:04:21,mobile,email,C036,,0
S0007326,U000691,2025-12-20T07:38:28,web,paid_social,C008,B,0
S0007327,U001620,2025-11-22T16:17:56,mobile,email,C040,,0
S0007328,,2025-12-16T07:39:10,web,organic,C008,,0
S0007329,U002077,2025-10-24T15:30:53,web,referral,C010,A,1
S0007330,U000745,2025-10-25T13:02:51,mobile,organic,C021,,0
S0007331,U000361,2026-01-01T08:03:46,mobile,organic,C006,,0
S0007332,,2025-11-01T15:25:16,mobile,organic,C030,,0
S0007333,U001391,2025-10-22T16:46:53,mobile,email,C038,,0
S0007334,U001351,2026-01-11T13:28:55,mobile,search,C011,,0
S0007335,U001628,2025-11-14T08:07:29,mobile,PAID_SOCIAL,C014,,0
S0007336,U001125,2025-12-12T20:31:17,web,search,C017,A,0
S0007337,U000067,2026-01-04T22:38:12,web,search,C004,A,1
S0007338,U001933,2025-12-27T13:44:07,mobile,email,C007,,0
S0007339,U000611,2025-10-25T15:17:32,web,search,C038,A,1
S0007340,U000542,2025-12-10T22:13:31,mobile,paid_social,C038,,0
S0007341,U001791,2025-12-09T04:51:34,mobile,email,C021,,0
S0007342,U001755,2025-11-21T22:44:57,mobile,organic,C030,,0
